epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2787.13,1.35371,0.84172,0.80117,0.4917,0.5,0.41227,0.20797,2.40626,1.61615,0.77956,0.0002279,0.0002279,0.0002279
181,2802.98,1.66814,1.36707,1.00619,0.53753,0.55,0.43332,0.20807,2.41727,1.62096,0.78359,0.000218,0.000218,0.000218
182,2818.15,1.4482,1.04047,0.91024,0.53722,0.55,0.43473,0.20906,2.44508,1.63237,0.79233,0.0002081,0.0002081,0.0002081
183,2833.84,1.35494,0.90312,0.88246,0.53646,0.55,0.42847,0.20931,2.47813,1.64233,0.80245,0.0001982,0.0001982,0.0001982
184,2850.07,1.37285,0.88482,0.87244,0.51752,0.5,0.40321,0.20404,2.51542,1.65712,0.81522,0.0001883,0.0001883,0.0001883
185,2864.41,1.55976,1.00366,0.86026,0.56677,0.5,0.47251,0.21195,2.5654,1.68239,0.83064,0.0001784,0.0001784,0.0001784
186,2878.57,1.40699,0.91814,0.86919,0.58425,0.5,0.47185,0.21402,2.61046,1.69097,0.84638,0.0001685,0.0001685,0.0001685
187,2896.15,1.56193,0.95572,0.83522,0.61223,0.5,0.46845,0.21572,2.63776,1.71033,0.85881,0.0001586,0.0001586,0.0001586
188,2911.82,1.18684,0.88891,0.87979,0.55283,0.45,0.41829,0.21025,2.65113,1.72106,0.86636,0.0001487,0.0001487,0.0001487
189,2926.8,1.18833,0.95187,0.87212,0.55509,0.45,0.41381,0.20286,2.65515,1.72333,0.87069,0.0001388,0.0001388,0.0001388
190,2942,1.2835,0.98781,0.87162,0.5511,0.45,0.40623,0.20835,2.65698,1.72152,0.87321,0.0001289,0.0001289,0.0001289
191,2957.07,1.62216,0.99986,0.83413,0.54481,0.45,0.41271,0.21509,2.65903,1.72416,0.87481,0.000119,0.000119,0.000119
192,2972.24,1.56455,0.94849,0.89919,0.54952,0.45,0.41808,0.21631,2.66233,1.73682,0.87388,0.0001091,0.0001091,0.0001091
193,2988.64,1.56472,0.90391,0.82087,0.57953,0.4831,0.43155,0.21882,2.67145,1.74488,0.87661,9.92e-05,9.92e-05,9.92e-05
194,3004.68,1.39338,0.90951,0.85661,0.55038,0.45,0.39551,0.2126,2.67688,1.74574,0.87487,8.93e-05,8.93e-05,8.93e-05
195,3020.23,1.3626,0.85532,0.87023,0.55028,0.45,0.3945,0.20681,2.67845,1.74542,0.87149,7.94e-05,7.94e-05,7.94e-05
196,3035.36,1.20865,0.85951,0.86615,0.55046,0.45,0.37576,0.20486,2.67617,1.74151,0.8679,6.95e-05,6.95e-05,6.95e-05
197,3050.6,1.26014,0.88456,0.80282,0.55013,0.45,0.37508,0.20205,2.67038,1.73853,0.86392,5.96e-05,5.96e-05,5.96e-05
198,3065.81,1.42443,0.92864,0.89807,0.54922,0.45,0.37494,0.20541,2.66732,1.7353,0.86199,4.97e-05,4.97e-05,4.97e-05
199,3081.68,1.267,0.83973,0.83304,0.54857,0.45,0.37469,0.19975,2.66583,1.73228,0.86093,3.98e-05,3.98e-05,3.98e-05
200,3096.28,1.15858,0.82955,0.87022,0.54791,0.45,0.37462,0.19987,2.65986,1.72884,0.85878,2.99e-05,2.99e-05,2.99e-05
